SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1134,6825,1988,1,793,600,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,San Francisco MLS,421591828,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,2831 Polk St #1,San Francisco,CA,94109,2250000,2,2.5,San Francisco,,,1924,1,,538,Active,September-11-2021 03:00 PM,September-11-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-1/home/39591886,San Francisco MLS,421592728,N,Y,37.8028819,-122.423485
MLS Listing,,Single Family Residential,2400 Pacheco St,SAN FRANCISCO,CA,94116,1195000,2,1.5,SAN FRANCISCO,1200,2060,1949,1,996,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2400-Pacheco-St-94116/home/943553,MLSListings,ML81861647,N,Y,37.7502325,-122.4861305
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,2,786,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,2,1116,651,Active,September-11-2021 02:30 PM,September-11-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,1688 Pine St Unit W404,San Francisco,CA,94109,799000,1,1.0,San Francisco,694,35482,2016,3,1151,689,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W404/home/109079509,San Francisco MLS,421591931,N,Y,37.789363121,-122.4233618
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,3,999,315,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Single Family Residential,209 South Hill Blvd,San Francisco,CA,94112,1380000,2,1.0,San Francisco,1364,4499,1927,17,1012,,Active,,,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421579021,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,17,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.781718,-122.439434
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,2.0,San Francisco,1030,15195,1964,29,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1920,3746,1912,35,936,,Active,September-9-2021 05:00 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,43,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,775000,2,1.0,San Francisco,975,3828,1900,129,795,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Multi-Family (2-4 Unit),6 Madison St,San Francisco,CA,94134,1250000,2,2.0,San Francisco,2050,1130,1938,1,610,,Active,,,http://www.redfin.com/CA/San-Francisco/6-Madison-St-94134/home/21844608,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966495,N,Y,37.7286165,-122.4238593
MLS Listing,,Condo/Co-op,30 Mason St,San Francisco,CA,94102,625000,1,1.0,San Francisco,658,5287,2007,1,950,660,Active,,,http://www.redfin.com/CA/San-Francisco/30-Mason-St-94102/unit-402/home/21966269,San Francisco MLS,421593241,N,Y,37.7837637,-122.408787
MLS Listing,,Condo/Co-op,2174 - 2174A Green St,San Francisco,CA,94123,5500000,5,4.5,San Francisco,4078,7562,1899,1,1349,,Active,,,http://www.redfin.com/CA/San-Francisco/2174-Green-St-94123/home/1320203,San Francisco MLS,421592617,N,Y,37.7964688,-122.4348646
MLS Listing,,Condo/Co-op,2172 Green St,San Francisco,CA,94123,1995000,2,2.0,San Francisco,1801,7562,1900,1,1108,,Active,,,http://www.redfin.com/CA/San-Francisco/2172-Green-St-94123/home/1729686,San Francisco MLS,421591059,N,Y,37.796503,-122.434848
MLS Listing,,Single Family Residential,267 Duncan St,San Francisco,CA,94131,2495000,4,3.0,San Francisco,2290,3197,1900,1,1090,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/267-Duncan-St-94131/home/898374,San Francisco MLS,421592267,N,Y,37.7459022,-122.4262197
MLS Listing,,Single Family Residential,2249 Ulloa St,San Francisco,CA,94010,1437000,4,3.5,San Francisco,1800,2220,1941,1,798,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2249-Ulloa-St-94116/home/1834120,San Francisco MLS,421593256,N,Y,37.7408005,-122.4807349
MLS Listing,,Single Family Residential,95 Tiffany Ave,San Francisco,CA,94110,1395000,2,1.0,San Francisco,1238,2495,1949,1,1127,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/95-Tiffany-Ave-94110/home/2028105,San Francisco MLS,421592342,N,Y,37.7453452,-122.4208555
MLS Listing,,Condo/Co-op,1981 Clay St,San Francisco,CA,94109,3795000,5,4.5,San Francisco,3715,3661,1938,1,1022,500,Active,,,http://www.redfin.com/CA/San-Francisco/1981-Clay-St-94109/home/1224794,San Francisco MLS,421579842,N,Y,37.791545,-122.425483
MLS Listing,,Single Family Residential,70 Rockridge Dr,San Francisco,CA,94116,1150000,2,2.0,San Francisco,1546,1507,1947,1,744,,Active,September-11-2021 11:00 AM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/70-Rockridge-Dr-94116/home/647040,San Francisco MLS,421588948,N,Y,37.7507768,-122.4701095
MLS Listing,,Single Family Residential,1470 Noe St,San Francisco,CA,94131,2895000,3,2.5,San Francisco,2514,2922,,1,1152,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1470-Noe-St-94131/home/803987,San Francisco MLS,421592127,N,Y,37.7454971,-122.4316323
MLS Listing,,Multi-Family (5+ Unit),1110 South Van Ness Ave,San Francisco,CA,94110,2820000,0,,San Francisco,4686,3195,1900,1,602,,Active,,,http://www.redfin.com/CA/San-Francisco/1110-S-Van-Ness-Ave-94110/home/1255256,San Francisco MLS,421593233,N,Y,37.755269,-122.416894
MLS Listing,,Single Family Residential,235 London St,San Francisco,CA,94112,1495000,4,5.0,San Francisco,2509,2495,1922,1,596,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/235-London-St-94112/home/1727703,San Francisco MLS,421589428,N,Y,37.7251694,-122.4330413
MLS Listing,,Condo/Co-op,32 Collins St,San Francisco,CA,94118,2350000,3,3.0,San Francisco,2088,3648,1948,1,1125,,Active,September-9-2021 05:00 PM,September-9-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/32-Collins-St-94118/home/12355070,San Francisco MLS,421593164,N,Y,37.785583,-122.45001
MLS Listing,,Single Family Residential,2351 Bryant St,San Francisco,CA,94110,2495000,5,3.0,San Francisco,3030,2495,1900,1,823,,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2351-Bryant-St-94110/home/733195,San Francisco MLS,421593074,N,Y,37.7568089,-122.4092737
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 10A,San Francisco,CA,94102,868000,1,1.0,San Francisco,568,,,1,1528,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-10A/home/176346336,San Francisco MLS,421593181,N,Y,37.7808655,-122.4196054
MLS Listing,,Multi-Family (5+ Unit),1855 10th Ave,San Francisco,CA,94122,9495000,0,,San Francisco,16077,9026,1961,1,591,,Active,,,http://www.redfin.com/CA/San-Francisco/1855-10th-Ave-94122/home/1701230,San Francisco MLS,421593106,N,Y,37.7535806,-122.4669585
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 6K,San Francisco,CA,94102,698000,1,1.0,San Francisco,670,,2021,1,1042,573,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-6K/home/176346231,San Francisco MLS,421593184,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,530 Chestnut St Unit 104C,San Francisco,CA,94133,1295000,2,2.0,San Francisco,1348,44663,2001,1,961,831,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/530-Chestnut-St-94133/unit-104C/home/1641615,San Francisco MLS,421592079,N,Y,37.8042321,-122.4124817
MLS Listing,,Condo/Co-op,19 Dearborn St #3,San Francisco,CA,94110,749000,1,1.0,San Francisco,610,2625,1924,1,1228,300,Active,September-11-2021 12:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/19-Dearborn-St-94110/unit-3/home/709396,San Francisco MLS,421593017,N,Y,37.7628449,-122.4229458
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 10E,San Francisco,CA,94102,1298000,2,2.0,San Francisco,912,,2021,1,1423,633,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-10E/home/176346230,San Francisco MLS,421593182,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,35 Manzanita Ave,San Francisco,CA,94118,3850000,4,3.5,San Francisco,3021,3968,1949,1,1274,,Active,September-9-2021 04:30 PM,September-9-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/35-Manzanita-Ave-94118/home/1948484,San Francisco MLS,421589120,N,Y,37.7853335,-122.4513461
MLS Listing,,Single Family Residential,2587 18th Ave,San Francisco,CA,94116,1995000,3,2.5,San Francisco,2165,2374,1932,1,921,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2587-18th-Ave-94116/home/904766,San Francisco MLS,421590400,N,Y,37.739651,-122.4746865
MLS Listing,,Single Family Residential,2840 Fulton St,San Francisco,CA,94118,1699999,3,2.0,San Francisco,1359,2374,1921,1,1251,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2840-Fulton-St-94118/home/619975,San Francisco MLS,421591749,N,Y,37.7740382,-122.4624119
MLS Listing,,Condo/Co-op,188 Ridgewood Ave Unit A,San Francisco,CA,94112,1095000,2,2.0,San Francisco,1235,2500,1997,1,887,218,Active,September-11-2021 12:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/188-Ridgewood-Ave-94112/unit-A/home/1139291,San Francisco MLS,421592623,N,Y,37.731284,-122.45315
MLS Listing,,Multi-Family (2-4 Unit),130 Duncan St,San Francisco,CA,94110,3200000,6,,San Francisco,2470,2850,1900,1,1296,,Active,,,http://www.redfin.com/CA/San-Francisco/130-Duncan-St-94110/home/176345926,San Francisco MLS,421593163,N,Y,37.7464957,-122.4230785
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 10C,San Francisco,CA,94102,978000,2,1.0,San Francisco,751,,2020,1,1302,596,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-10C/home/176345925,San Francisco MLS,421593141,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,1311 Guerrero St #1,San Francisco,CA,94110,1275000,2,2.0,San Francisco,1160,3125,2006,1,1099,285,Active,September-12-2021 02:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/1311-Guerrero-St-94110/unit-1/home/12278018,San Francisco MLS,421593143,N,Y,37.7501737,-122.4224702
MLS Listing,,Condo/Co-op,3855 23rd St,San Francisco,CA,94114,1249000,2,1.5,San Francisco,1880,1820,1912,1,664,,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3855-23rd-St-94114/home/109686882,San Francisco MLS,421590581,N,Y,37.7530349,-122.428951
MLS Listing,,Condo/Co-op,400 Beale St #2305,San Francisco,CA,94105,949000,1,1.0,San Francisco,955,27581,2002,1,994,895,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-2305/home/12399550,San Francisco MLS,421593138,N,Y,37.7870715,-122.3909973
MLS Listing,,Single Family Residential,380 San Benito Way,San Francisco,CA,94127,2195000,4,2.0,San Francisco,2580,4038,1926,1,851,31,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/380-San-Benito-Way-94127/home/1518066,San Francisco MLS,421592069,N,Y,37.7297519,-122.4677214
MLS Listing,,Condo/Co-op,1700 Gough St #2,San Francisco,CA,94109,749000,1,1.0,San Francisco,750,,1980,1,999,476,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1700-Gough-St-94109/unit-2/home/569965,San Francisco MLS,421589798,N,Y,37.7893037,-122.4252829
MLS Listing,,Single Family Residential,2225 Bay St,San Francisco,CA,94123,2995000,3,2.5,San Francisco,2816,2500,,1,1064,,Active,September-9-2021 05:00 PM,September-9-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2225-Bay-St-94123/unit-2225A/home/583364,San Francisco MLS,421593022,N,Y,37.8015756,-122.4438003
MLS Listing,,Single Family Residential,89 Vienna St,San Francisco,CA,94112,899000,2,1.0,San Francisco,,2500,1900,1,,,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/89-Vienna-St-94112/home/966386,San Francisco MLS,421586808,N,Y,37.7268245,-122.4253827
MLS Listing,,Condo/Co-op,815 Tennessee St #111,SAN FRANCISCO,CA,94107,1148000,2,2.0,SAN FRANCISCO,825,,2018,1,1392,695,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/815-Tennessee-St-94107/unit-111/home/169572932,MLSListings,ML81861939,N,Y,37.7614764,-122.3892934
MLS Listing,,Condo/Co-op,55 Dolores St #1,San Francisco,CA,94103,1395000,2,1.5,San Francisco,,5597,1953,1,,565,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/55-Dolores-St-94103/unit-1/home/143704875,San Francisco MLS,421593032,N,Y,37.7684009,-122.4265406
MLS Listing,,Townhouse,24 Carnelian Way,San Francisco,CA,94131,1575000,3,2.5,San Francisco,2124,53418,1979,1,742,725,Active,September-12-2021 01:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/24-Carnelian-Way-94131/home/2028293,San Francisco MLS,421590784,N,Y,37.7477841,-122.441568
MLS Listing,,Single Family Residential,3782 21st St,San Francisco,CA,94114,2995000,3,2.5,San Francisco,,,1907,1,,,Active,September-11-2021 11:00 AM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3782-21st-St-94114/home/1878885,San Francisco MLS,421592430,N,Y,37.7563827,-122.4318727
MLS Listing,,Single Family Residential,3031 Cabrillo St,San Francisco,CA,94121,2295000,3,2.0,San Francisco,2264,2495,1936,1,1014,,Active,September-11-2021 09:00 AM,September-11-2021 11:00 AM,http://www.redfin.com/CA/San-Francisco/3031-Cabrillo-St-94121/home/1916091,San Francisco MLS,421585642,N,Y,37.7739178,-122.4913351
MLS Listing,,Single Family Residential,1318 Page St,San Francisco,CA,94117,4195000,4,4.5,San Francisco,3695,2644,,1,1135,,Active,September-9-2021 04:00 PM,September-9-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1318-Page-St-94117/home/1323959,San Francisco MLS,421591589,N,Y,37.771704,-122.443019
MLS Listing,,Condo/Co-op,706 - A Castro St,San Francisco,CA,94114,1195000,2,1.0,San Francisco,1097,2589,,1,1089,,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/706A-Castro-St-94114/home/21966745,San Francisco MLS,421592998,N,Y,37.757383,-122.434986
MLS Listing,,Condo/Co-op,2444 24th St,San Francisco,CA,94110,1089000,3,1.0,San Francisco,1239,2500,1900,1,879,400,Active,September-10-2021 02:00 PM,September-10-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2444-24th-St-94110/home/23424445,San Francisco MLS,421592929,N,Y,37.753319,-122.4041553
MLS Listing,,Condo/Co-op,588 Chestnut St,San Francisco,CA,94133,1600000,4,2.0,San Francisco,,,1907,1,,300,Active,September-11-2021 12:00 PM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/588-Chestnut-St-94133/home/1225702,San Francisco MLS,421578927,N,Y,37.8039733,-122.4130218
MLS Listing,,Condo/Co-op,400 Grove St #105,San Francisco,CA,94102,1450000,2,2.0,San Francisco,1009,11271,2015,1,1437,1027,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/400-Grove-St-94102/unit-105/home/109686874,San Francisco MLS,421588813,N,Y,37.7779287,-122.4235873
MLS Listing,,Condo/Co-op,1171 Filbert St,San Francisco,CA,94109,1375000,2,2.0,San Francisco,1320,4141,1907,1,1042,435,Active,September-18-2021 01:00 PM,September-18-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1171-Filbert-St-94109/home/1908647,San Francisco MLS,421592262,N,Y,37.799966,-122.418757
MLS Listing,,Condo/Co-op,1353 Minna St,San Francisco,CA,94103,1249000,2,1.0,San Francisco,1002,3551,1907,1,1247,448,Active,September-11-2021 01:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1353-Minna-St-94103/home/22043328,San Francisco MLS,421589805,N,Y,37.7675393,-122.4190882
MLS Listing,,Single Family Residential,1512 Treat Ave,San Francisco,CA,94110,1350000,1,1.0,San Francisco,900,1200,1906,1,1500,,Active,September-10-2021 04:30 PM,September-10-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/1512-Treat-Ave-94110/home/1928959,San Francisco MLS,421592786,N,Y,37.7465267,-122.4126809
MLS Listing,,Condo/Co-op,4241 25th St #1,San Francisco,CA,94114,1995000,3,3.0,San Francisco,1753,3026,2002,1,1138,,Active,September-11-2021 03:00 PM,September-11-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/4241-25th-St-94114/unit-1/home/40142129,San Francisco MLS,421592419,N,Y,37.749379,-122.435104
MLS Listing,,Single Family Residential,7 Juri St,San Francisco,CA,94110,1868000,3,2.0,San Francisco,1652,2042,1900,1,1131,,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/7-Juri-St-94110/home/1177311,San Francisco MLS,421592220,N,Y,37.7498107,-122.421895
MLS Listing,,Single Family Residential,174 Naples St,San Francisco,CA,94112,875000,3,2.0,San Francisco,1350,2495,1925,1,648,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/174-Naples-St-94112/home/995543,San Francisco MLS,421591952,N,Y,37.7259573,-122.4276143
MLS Listing,,Single Family Residential,889 Rolph St,San Francisco,CA,94112,899000,2,1.0,San Francisco,1048,2500,1950,1,858,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/889-Rolph-St-94112/home/2017331,San Francisco MLS,421591918,N,Y,37.7111155,-122.4284262
MLS Listing,,Condo/Co-op,1350 California St #303,San Francisco,CA,94109,799000,1,1.0,San Francisco,791,14172,1984,1,1010,742,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1350-California-St-94109/unit-303/home/1226500,San Francisco MLS,421591040,N,Y,37.7913947,-122.4167438
MLS Listing,,Single Family Residential,1226 Anza St,San Francisco,CA,94118,2495000,4,3.0,San Francisco,2805,2500,,1,889,,Active,September-10-2021 04:00 PM,September-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/1226-Anza-St-94118/home/1128483,San Francisco MLS,421590703,N,Y,37.7794235,-122.4614745
MLS Listing,,Condo/Co-op,236 Shipley St #201,San Francisco,CA,94107,353675,1,1.0,San Francisco,469,5444,2016,1,754,569,Active,September-11-2021 10:00 AM,September-11-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/236-Shipley-94107/unit-201/home/108985095,San Francisco MLS,421589804,N,Y,37.7792313,-122.4038531
MLS Listing,,Single Family Residential,391 Staples Ave,San Francisco,CA,94112,2095000,5,3.0,San Francisco,2075,1873,1914,1,1010,,Active,September-11-2021 11:00 AM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/391-Staples-Ave-94112/home/945105,San Francisco MLS,421591284,N,Y,37.7288874,-122.4509038
MLS Listing,,Single Family Residential,2660 Scott St,San Francisco,CA,94123,18500000,7,6.5,San Francisco,9190,5623,1908,1,2013,,Active,,,http://www.redfin.com/CA/San-Francisco/2660-Scott-St-94123/home/1667074,San Francisco MLS,421589911,N,Y,37.7944846,-122.4396905
MLS Listing,,Single Family Residential,3740 Clay St,San Francisco,CA,94118,7200000,5,5.0,San Francisco,4452,3511,1904,1,1617,,Active,,,http://www.redfin.com/CA/San-Francisco/3740-Clay-St-94118/home/1288883,San Francisco MLS,421587370,N,Y,37.7883987,-122.4544422
MLS Listing,,Condo/Co-op,450 Hayes St Ph 3,San Francisco,CA,94102,1895000,2,2.0,San Francisco,,17406,2016,1,,952,Active,September-11-2021 11:00 AM,September-11-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/450-Hayes-St-94102/unit-3/home/103930045,San Francisco MLS,421575019,N,Y,37.7770361,-122.4238793
MLS Listing,,Condo/Co-op,22 Presidio Ave,San Francisco,CA,94115,3400000,3,2.5,San Francisco,2380,3626,1909,1,1429,300,Active,,,http://www.redfin.com/CA/San-Francisco/22-Presidio-Ave-94115/home/11743038,San Francisco MLS,421592989,N,Y,37.7914833,-122.4475397
MLS Listing,,Condo/Co-op,262 Downey St,San Francisco,CA,94117,1075000,2,2.0,San Francisco,,1759,1907,1,,260,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/262-Downey-St-94117/home/143842638,San Francisco MLS,421592484,N,Y,37.7644093,-122.446572
MLS Listing,,Condo/Co-op,850 Powell St #104,San Francisco,CA,94108,2800000,4,4.0,San Francisco,2454,,1923,1,1141,2502,Active,,,http://www.redfin.com/CA/San-Francisco/850-Powell-St-94108/unit-104/home/1068754,San Francisco MLS,421592984,N,Y,37.7928654,-122.408964
MLS Listing,,Multi-Family (2-4 Unit),492 Bartlett St,San Francisco,CA,94110,1890000,0,,San Francisco,2552,1947,1900,1,741,,Active,,,http://www.redfin.com/CA/San-Francisco/492-Bartlett-St-94110/home/1843033,San Francisco MLS,421592937,N,Y,37.749191,-122.419507
MLS Listing,,Single Family Residential,100 Santa Paula Ave,San Francisco,CA,94127,6750000,5,3.5,San Francisco,4070,10349,1922,1,1658,225,Active,,,http://www.redfin.com/CA/San-Francisco/100-Santa-Paula-Ave-94127/home/1533077,San Francisco MLS,421592908,N,Y,37.7379728,-122.4636256
MLS Listing,,Single Family Residential,646 De Haro St,San Francisco,CA,94107,1395000,2,1.5,San Francisco,1515,3236,1934,1,921,,Active,September-10-2021 06:00 PM,September-10-2021 08:00 PM,http://www.redfin.com/CA/San-Francisco/646-De-Haro-St-94107/home/731396,San Francisco MLS,421591932,N,Y,37.7616703,-122.4015415
MLS Listing,,Condo/Co-op,300 Berry St #521,San Francisco,CA,94158,799000,1,1.0,San Francisco,730,41861,2009,1,1095,650,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-521/home/23455276,San Francisco MLS,421590436,N,Y,37.77393,-122.396241
MLS Listing,,Condo/Co-op,5900 3rd St #2424,San Francisco,CA,94124,599000,1,1.0,San Francisco,775,128582,,1,773,404,Active,September-12-2021 03:30 PM,September-12-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2424/home/40629229,San Francisco MLS,421589829,N,Y,37.724666,-122.395268
MLS Listing,,Condo/Co-op,170 King St #814,San Francisco,CA,94107,1225000,2,2.0,San Francisco,1029,42969,2007,1,1190,806,Active,September-11-2021 03:30 PM,September-11-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-814/home/17305475,San Francisco MLS,421587672,N,Y,37.7787673,-122.3915505
MLS Listing,,Single Family Residential,217 Cumberland St,San Francisco,CA,94114,1795000,2,1.0,San Francisco,1247,2665,1908,1,1439,,Active,September-9-2021 04:30 PM,September-9-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/217-Cumberland-St-94114/home/1542489,San Francisco MLS,421590610,N,Y,37.7586839,-122.4286085
MLS Listing,,Single Family Residential,219 Richland Ave,San Francisco,CA,94110,1595000,3,2.0,San Francisco,1605,2495,1905,1,994,,Active,September-10-2021 04:30 PM,September-10-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/219-Richland-Ave-94110/home/1896387,San Francisco MLS,421591651,N,Y,37.7361198,-122.4225476
MLS Listing,,Condo/Co-op,1 Federal St #15,San Francisco,CA,94107,779000,1,1.0,San Francisco,770,,2003,1,1012,741,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1-Federal-St-94107/unit-15/home/2017849,San Francisco MLS,421589425,N,Y,37.7840171,-122.3910637
MLS Listing,,Single Family Residential,130 Marston Ave,San Francisco,CA,94112,1295000,2,1.0,San Francisco,,2813,1910,1,,,Active,September-11-2021 11:00 AM,September-11-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/130-Marston-Ave-94112/home/1582254,San Francisco MLS,421580620,N,Y,37.7276238,-122.447144
